Startup YC link,Startup Name,Startup Location,Discription,Batch,_tagLink_zhfs4_1040 href 2,Type,Industry
https://www.ycombinator.com/companies/photonium,Photonium,,AI-Powered Optical Consulting & Software,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/neoncoral,neoncoral,,?? AI consumer social,Spring 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/voiceos,VoiceOS,"San Francisco, CA, USA",The Siri for Productivity,Spring 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/bloom-4,Bloom,,Build and share mobile apps in seconds,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/bond,Bond,"San Francisco, CA, USA",Your AI Chief of Staff,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/atlog,Atlog,"New York, NY, USA",Voice AI That Won't Get You Sued,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/beluga,Beluga,"San Francisco, CA, USA",Influencer marketing that converts,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Marketing
https://www.ycombinator.com/companies/chiron,Chiron,"San Francisco, CA, USA",Grammarly for Math ??,Spring 2025,https://www.ycombinator.com/companies?industry=Education,Education,
https://www.ycombinator.com/companies/helixdb,HelixDB,"London, England, United Kingdom",The fastest & most scalable graph-vector database on the market,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/probo,Probo,"San Francisco, CA, USA",We help you get compliant while you focus on your business.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/clarm,Clarm,"San Francisco, CA, USA",Capture inbound revenue whilst you build,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/stratify,stratify,"San Francisco, CA, USA",AI agents that help you understand your customers' needs,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/besimple-ai,Besimple AI,"Redwood City, CA, USA",Voice data for AI,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/bramante-biologics,Bramante Biologics,"Cambridge, MA, USA",American drug manufacturing,Spring 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/nomi,Nomi,"San Francisco, CA, USA",Realtime Sales Copilot,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/clidey,Clidey,"San Francisco, CA, USA",Model your organization. Run it in real time.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/ticket-wallet,Ticket Wallet,,AI-optimized ticket resale,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/the-llm-data-company,The LLM Data Company,"San Francisco, CA, USA",Frontier models for critical domains,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/tegore,Tegore,"San Francisco, CA, USA",Your new AI-powered math tutor.,Spring 2025,https://www.ycombinator.com/companies?industry=Education,Education,
https://www.ycombinator.com/companies/lapel,Lapel,,Scale personalized service to every customer.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/chestnut,Chestnut,"San Francisco, CA, USA",The first AI mortgage lender,Spring 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Credit and Lending
https://www.ycombinator.com/companies/kanava-ai,Kanava AI,"San Francisco, CA, USA",Your First AI Sales Hire for Wholesale Distributors,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/casco,Casco,,"Autonomous security testing for web apps, APIs, cloud, and AI systems",Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/theorem-2,Theorem,"San Francisco, CA, USA",Program verification so even your systems engineers can vibecode,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/mbodi-ai,Mbodi AI,"New York, NY, USA",Industrial Robots that Act Like Humans,Spring 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/kaizen,Kaizen,,Automate anything on the web.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/sieveai,sieve,"New York, NY, USA",AI + human review to solve data cleaning - accessible via API or Excel,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Finance and Accounting
https://www.ycombinator.com/companies/dolphin,Dolphin,"New York, NY, USA",Dolphin is a startup in a box.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/the-robot-learning-company,The Robot Learning Company,"San Francisco, CA, USA",The infrastructure that robot intelligence is built and deployed on.,Spring 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/sixtyfour,Sixtyfour,"San Francisco, CA, USA",People Intelligence at Scale,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/relixir,Relixir,"San Francisco, CA, USA",GEO-Native CMS,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/bitpatrol,BitPatrol,"New York, NY, USA",AI-powered code security,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/godela,Godela,"San Francisco, CA, USA",AI Physics Engine to replace simulations and prototypes,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/starsling,StarSling,"San Francisco, CA, USA",Cursor for DevOps,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/kirana-ai,Kirana AI,"New York, NY, USA",AI manager for physical stores,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Retail
https://www.ycombinator.com/companies/hemut,Hemut,"San Francisco, CA, USA",AI-powered operating system for trucking companies.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/qualgent,QualGent,"San Francisco, CA, USA",AI Mobile App Quality Assurance Tester,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/propolis,Propolis,,Hands off QA via intelligent browser agents.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/valuemate,ValueMate,,Valuemate automates real estate appraisals with AI,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/mindfort,MindFort,,Autonomous Security Agents,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/kaelio,Kaelio,,The intelligence layer for Customer Success,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/cohesive,Cohesive,"New York, NY, USA",The agentic CRM for blue-collar services,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/acolite,Acolite,"New York, NY, USA",AI Teammates for Insurance Agencies,Spring 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Insurance
https://www.ycombinator.com/companies/moby-analytics,Moby Analytics,"Paris, Île-de-France, France",AI financial auditors,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Finance and Accounting
https://www.ycombinator.com/companies/chrt,chrt,,chrt is a logistics platform for time-critical shipping,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/mesmer,Mesmer,"San Francisco, CA, USA",Cursor for CTOs,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/vesence,Vesence,,Cursor for Lawyers. Agentic AI in MS Office.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/galen-ai,Galen AI,,"Personal AI healthcare agent, powered by clinical and wearable data.",Spring 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Consumer Health and Wellness
https://www.ycombinator.com/companies/cotool,Cotool,"San Francisco, CA, USA",AI Agents for Security Operations Teams,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/docket,Docket,"San Francisco, CA, USA",AI agents for web testing,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/attune,Attune,"San Francisco, CA, USA","Faster builds, zero effort.",Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/labric,Labric,,The data layer for scientific research,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Analytics
https://www.ycombinator.com/companies/lumari,Lumari,"San Francisco, CA, USA",AI Digital Workers for Supply Chain,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/alkali,Alkali,"San Francisco, CA, USA",Your Copilot for Building Chemical Projects,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/qfex,QFEX,"London, England, United Kingdom",24/7 Global Stock Exchange,Spring 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Banking and Exchange
https://www.ycombinator.com/companies/bitboard,BitBoard,"San Francisco, CA, USA",The best way to use AI for spreadsheets.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/notus-autonomous-systems,Notus Autonomous Systems,"San Francisco, CA, USA",Swarm robotics and full AI-command hierarchy integration,Spring 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Aviation and Space
https://www.ycombinator.com/companies/minerva,Minerva,,AI native accounting firm,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Finance and Accounting
https://www.ycombinator.com/companies/bluejay,Bluejay,,The world's first quality assurance agency for voice & text AI.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/kestral,Kestral,"San Francisco, CA, USA",We automate your entire product development lifecycle.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/mlop,mlop,"San Francisco, CA, USA",Experiment tracking for training ML models,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/jeevy-fabrication,Jeevy Fabrication,,AI Driven EPC - Weld Fabrication Contractor,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/zero,Zero,"San Francisco, CA, USA",AI powered email client that manages your email so you don't have to.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/theta,Theta,"San Francisco, CA, USA",Specialized AI for Every Job,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/morphoai,MorphoAI,,Software tool for designing robots and machines,Spring 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/cascade-space,Cascade Space,,Deep space communications as a service,Spring 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Aviation and Space
https://www.ycombinator.com/companies/aviro,Aviro,"San Francisco, CA, USA",.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/oncactus,Cactus,"San Francisco, CA, USA",24/7 AI Call Center for Home Services,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/aravolta,Aravolta,"San Francisco, CA, USA","Software to monitor, control, and optimize data centers.",Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/novoflow,Novoflow,,AI employees that automate medical operations for clinics.,Spring 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare Services
https://www.ycombinator.com/companies/foundation-industries,Foundation Industries,,We supply hard tech companies with critical components.,Spring 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,
https://www.ycombinator.com/companies/flott-hq,Flott HQ,,AI-native operating system for vehicle fleet management,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/bun,Bun,"San Francisco, CA, USA",Bun is an incredibly fast all-in-one JavaScript toolkit,Summer 2019,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/sim,Sim,"San Francisco, CA, USA",Open source platform to build AI agent workflows,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/opusense-ai,Opusense AI,,AI for Field Inspection Reports,Spring 2025,https://www.ycombinator.com/companies?industry=Real%20Estate%20and%20Construction,Real Estate and Construction,Construction
https://www.ycombinator.com/companies/lyrahq,Lyra,"San Francisco, CA, USA",AI native meeting platform,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/capacitive,Capacitive,"San Francisco, CA, USA",The data gateway for agents.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/crimson,Crimson,"London, England, United Kingdom",The AI Associate for Litigation Lawyers,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/combinely,Combinely,,AI coworker for tax teams,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Finance and Accounting
https://www.ycombinator.com/companies/scalar-field,Scalar Field,,Reinventing the trading terminal — one intelligent agent at a time.,Spring 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,
https://www.ycombinator.com/companies/blueshoe,Blueshoe,"Boston, MA, USA",The AI platform for legal reasoning,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/aegis,Aegis,"San Francisco, CA, USA",AI Agents to win denied health insurance claims.,Spring 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare IT
https://www.ycombinator.com/companies/percival,Percival,"San Francisco, CA, USA",Accelerating data analysis for research,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/caucus,Caucus,,AI CRM for Government,Spring 2025,https://www.ycombinator.com/companies?industry=Government,Government,
https://www.ycombinator.com/companies/claim-health,Claim Health,"New York, NY, USA",AI Revenue Platform for Post-Acute Care,Spring 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/refresh,Refresh,"San Francisco, CA, USA",Evals and environments for computer use and software engineering work,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/adentris,Adentris,"San Francisco, CA, USA",Real-time AI Compliance for Medical Documentation,Spring 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare IT
https://www.ycombinator.com/companies/youlearn,YouLearn,,AI tutor for each student.,Spring 2025,https://www.ycombinator.com/companies?industry=Education,Education,
https://www.ycombinator.com/companies/paraquery,ParaQuery,"New York, NY, USA",Managed GPU-accelerated Spark + SQL at 2x speed and half the cost,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/throxy,throxy,,Vertical AI agents that run the sales funnel on autopilot,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Sales
https://www.ycombinator.com/companies/almond-2,Almond,,Robots designed for the era of AI,Spring 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/zeon-systems,Zeon Systems,"San Francisco, CA, USA",AI-powered robotics for scientific lab automation.,Spring 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/vybe,Vybe,,Secure internal apps. Built by AI in seconds. Powered by your data.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/lucis,Lucis,"Paris, Île-de-France, France",Function Health for Europe,Spring 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Consumer Health and Wellness
https://www.ycombinator.com/companies/atum-works,Atum Works,"Mountain View, CA, USA",Gigascale Nanomanufacturing,Spring 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/blaxel,Blaxel,"San Francisco, CA, USA",The perpetual sandbox platform,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/morphik,Morphik,"San Francisco, CA, USA",Open-source multimodal search for AI apps,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/prism,Prism,"San Francisco, CA, USA",AI for the next generation of media,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/golf,Golf,,Agentic AI Security and Governance,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/typeos,TypeOS,,AI writing you control with your taste.,Spring 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/den,Den,,Cursor for knowledge workers,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/parsewise,Parsewise,"London, England, United Kingdom",AI Agents for Risk Decisions,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/plexe,Plexe,,Open-source agents to build predictive ML models from a prompt,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/pgdog,PgDog,Remote,Scaling engine for PostgreSQL,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/vassar-robotics,Vassar Robotics,"San Francisco, CA, USA",Open-source semi-humanoid dev kit ? home data ? autonomy ? 20h/wk,Spring 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Consumer Electronics
https://www.ycombinator.com/companies/nao-labs,nao Labs,"San Francisco, CA, USA",Open Source Analytics Agent,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Analytics
https://www.ycombinator.com/companies/better-auth,Better Auth,"San Francisco, CA, USA",The authentication framework for TypeScript,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/ralo,Ralo,"San Francisco, CA, USA",Find Your Best Mortgage Deal,Spring 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Consumer Finance
https://www.ycombinator.com/companies/tinfoil,Tinfoil,"San Francisco, CA, USA","Tinfoil makes your AI workflows secure, verifiable, and private.",Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Security
https://www.ycombinator.com/companies/human-behavior,Human Behavior,"San Francisco, CA, USA",Understand your users beyond the numbers,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/auctor,Auctor,"New York, NY, USA",The agentic operating system for modern system integrators.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/text-ai,Text.ai,"San Francisco, CA, USA",Alfi - your group chat with social skills to bring friends closer,Spring 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/jazzberry,Jazzberry,"San Francisco, CA, USA",Building reinforcement learning environments,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/airweave,Airweave,,Context retrieval for AI agents across apps and databases,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/frekil,Frekil,"San Francisco, CA, USA",Intelligence Layer for Clinical Real World Data (RWD),Spring 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/synthiolabs,SynthioLabs,"San Francisco, CA, USA",Agentic AI platform for Pharma GTM teams,Spring 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,
https://www.ycombinator.com/companies/cua,Cua,,Docker for Computer-use Agents,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/rimba,Rimba,"San Francisco, CA, USA",Streamlining Data Capture to Report Creation for Heavy Industries,Spring 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Climate
https://www.ycombinator.com/companies/code-four,Code Four,"San Francisco, CA, USA",Modernizing the police workflow.,Spring 2025,https://www.ycombinator.com/companies?industry=Government,Government,
https://www.ycombinator.com/companies/avallon-ai,Avallon AI,,AI agents for insurance claims operations,Spring 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Insurance
https://www.ycombinator.com/companies/klavis-ai,Klavis AI,,Open source MCP integration platform for reliably tool use at scale.,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/wavedash,Wavedash,"San Francisco, CA, USA",Play the latest games in your browser with no downloads,Spring 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Gaming
https://www.ycombinator.com/companies/sureform,Sureform,"Palo Alto, CA, USA",Real-world data for world models and robotics,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/groundcontrol,GroundControl,"San Francisco, CA, USA",Vertical AI for highly-regulated manufacturing,Spring 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Aviation and Space
https://www.ycombinator.com/companies/eloquent-ai,Eloquent AI,"San Francisco, CA, USA",The AI Operator for Financial Services,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/runrl,RunRL,"San Francisco, CA, USA",Reinforcement learning as a service,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Infrastructure
https://www.ycombinator.com/companies/cubic,cubic,"London, England, United Kingdom",AI-powered code review platform,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/linewise,LineWise,"San Francisco, CA, USA",Closing the Frontline Skills Gap with AI,Spring 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Manufacturing and Robotics
https://www.ycombinator.com/companies/clado,Clado,"San Francisco, CA, USA",Deep Research for People,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Recruiting and Talent
https://www.ycombinator.com/companies/starjar,StarJar,,Starjar automates inbound document processing workflows for hospitals,Winter 2024,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/weel,Weel,"New York, NY, USA",GPS & dashcam smartphone app,Summer 2024,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Transportation Services
https://www.ycombinator.com/companies/salespatriot,SalesPatriot,"San Francisco, CA, USA",We help defense firms win more contracts with the Pentagon,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Operations
https://www.ycombinator.com/companies/chonkie,Chonkie,,Deep research on autopilot,Spring 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/dollyglot,Dollyglot,"San Francisco, CA, USA",Character.AI with real time video avatars,Winter 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/hud,hud,"San Francisco, CA, USA",Platform for building RL environments and evals,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/tejas-ai,Tejas AI,"San Francisco, CA, USA",Risk Decisioning Platform for Banks,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/praxim,Praxim,"San Francisco, CA, USA",The agentic AI Word editor,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
https://www.ycombinator.com/companies/awen,awen,Remote,We are rebuilding photoshop with an AI-voice interface.,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/mosaic-2,Mosaic,"San Francisco, CA, USA",Agentic video editing,Winter 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,Content
https://www.ycombinator.com/companies/vocality-health,Vocality Health,,Voice AI for medical language translation,Winter 2025,https://www.ycombinator.com/companies?industry=Healthcare,Healthcare,Healthcare Services
https://www.ycombinator.com/companies/enhanced-radar,Enhanced Radar,"San Francisco, CA, USA",AI for air traffic control,Winter 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Aviation and Space
https://www.ycombinator.com/companies/sublingual,Sublingual,"San Francisco, CA, USA",Daily productivity tracker,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/ovlo,Ovlo,"San Francisco, CA, USA",AI agents for supply chain workflow automation,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Supply Chain and Logistics
https://www.ycombinator.com/companies/lightbox,Lightbox,"San Francisco, CA, USA",Cursor for Content Creation,Winter 2025,https://www.ycombinator.com/companies?industry=Consumer,Consumer,
https://www.ycombinator.com/companies/pluto,Pluto,"New York, NY, USA",Regulated derivatives exchange,Winter 2025,https://www.ycombinator.com/companies?industry=Fintech,Fintech,Banking and Exchange
https://www.ycombinator.com/companies/truffle-ai,Truffle AI,"San Francisco, CA, USA",AWS for AI Agents,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/tire-swing,Tire Swing,"New York, NY, USA",AI Powered Affordable Housing Eligibility,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Legal
https://www.ycombinator.com/companies/trim,Trim,"San Francisco, CA, USA",A foundation model for physics.,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/lopus-ai,Lopus AI,"San Francisco, CA, USA",Data Unification for GTM Analytics,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Analytics
https://www.ycombinator.com/companies/stillwind,Stillwind,"Zürich, ZH, Switzerland",Autonomous Electrical Engineering,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,"Engineering, Product and Design"
https://www.ycombinator.com/companies/bindwell,Bindwell,"San Francisco, CA, USA",Discovering new pesticides with AI,Winter 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,Agriculture
https://www.ycombinator.com/companies/steinmetz,Steinmetz,"San Francisco, CA, USA",Hardware for Electric Vehicles.,Winter 2025,https://www.ycombinator.com/companies?industry=Industrials,Industrials,
https://www.ycombinator.com/companies/carecycle,careCycle,"San Mateo, CA, USA",Voice AI teams for medicare agencies.,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/rebolt,Rebolt,,Build apps and agents by speaking with AI,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,
https://www.ycombinator.com/companies/tamlabs,TamLabs,"San Francisco, CA, USA",Cursor for Microsoft Word,Winter 2025,https://www.ycombinator.com/companies?industry=B2B,B2B,Productivity
